frame,kind,participants,dV,dE,dF,evidence,run
47,rupture,"{""gap"": -3, ""cells"": [3, 7], ""caps"": []}",2.0,3.0,1.0,{},tracker
47,rupture,"{""gap"": -2, ""cells"": [6, 7], ""caps"": []}",2.0,3.0,1.0,{},tracker
47,contact_death,"{""cells"": [-1, 4]}",-1.0,-1.0,0.0,"{""connectivity_change"": false}",tracker
47,contact_death,"{""cells"": [-1, 5]}",-1.0,-1.0,0.0,"{""connectivity_change"": false}",tracker
47,contact_death,"{""cells"": [-1, 21]}",,,,"{""connectivity_change"": true}",tracker
47,contact_death,"{""cells"": [3, 8]}",-1.0,-1.0,0.0,"{""connectivity_change"": false}",tracker
47,contact_death,"{""cells"": [3, 21]}",,,,"{""connectivity_change"": true}",tracker
47,contact_death,"{""cells"": [4, 21]}",,,,"{""connectivity_change"": true}",tracker
47,contact_birth,"{""cells"": [3, 6]}",1.0,1.0,0.0,"{""connectivity_change"": false}",tracker
47,contact_birth,"{""cells"": [7, 8]}",1.0,1.0,0.0,"{""connectivity_change"": false}",tracker
47,contact_birth,"{""cells"": [9, 17]}",,,,"{""connectivity_change"": true}",tracker
48,division,"{""parent"": 1, ""children"": [23, 24]}",2.0,3.0,1.0,"{""source"": ""lineage""}",tracker
48,exit,"{""cell"": 22, ""sides"": 1}",,,,"{""neighbours"": [0]}",tracker
48,gap_appearance,"{""gap"": -6, ""cells"": [4]}",,,,{},tracker
48,reseal,"{""gap"": -4, ""cells"": [3, 7], ""caps"": []}",-2.0,-3.0,-1.0,{},tracker
48,reseal,"{""gap"": -3, ""cells"": [3, 7], ""caps"": []}",-2.0,-3.0,-1.0,{},tracker
48,contact_death,"{""cells"": [7, 8]}",,,,"{""connectivity_change"": true}",tracker
48,contact_birth,"{""cells"": [-1, 4]}",,,,"{""connectivity_change"": true}",tracker
48,contact_birth,"{""cells"": [3, 21]}",,,,"{""connectivity_change"": true}",tracker
48,contact_birth,"{""cells"": [4, 6]}",1.0,1.0,0.0,"{""connectivity_change"": false}",tracker
49,entry,"{""cell"": 25, ""sides"": 1}",,,,"{""neighbours"": [0]}",tracker
49,gap_disappearance,"{""gap"": -4, ""cells"": [6, 7]}",,,,{},tracker
49,gap_disappearance,"{""gap"": -3, ""cells"": [3, 6, 7]}",,,,{},tracker
49,reseal,"{""gap"": -2, ""cells"": [4, 5], ""caps"": []}",-2.0,-3.0,-1.0,{},tracker
49,gap_disappearance,"{""gap"": -1, ""cells"": [4]}",,,,{},tracker
49,contact_death,"{""cells"": [3, 6]}",-1.0,-1.0,0.0,"{""connectivity_change"": false}",tracker
49,contact_death,"{""cells"": [3, 7]}",,,,"{""connectivity_change"": true}",tracker
49,contact_death,"{""cells"": [3, 21]}",-1.0,-1.0,0.0,"{""connectivity_change"": false}",tracker
49,contact_death,"{""cells"": [5, 6]}",-1.0,-1.0,0.0,"{""connectivity_change"": false}",tracker
49,contact_death,"{""cells"": [6, 7]}",,,,"{""connectivity_change"": true}",tracker
49,contact_birth,"{""cells"": [2, 3]}",,,,"{""connectivity_change"": true}",tracker
49,contact_birth,"{""cells"": [2, 23]}",,,,"{""connectivity_change"": true}",tracker
49,contact_birth,"{""cells"": [3, 24]}",,,,"{""connectivity_change"": true}",tracker
49,contact_birth,"{""cells"": [4, 21]}",1.0,1.0,0.0,"{""connectivity_change"": false}",tracker
49,contact_birth,"{""cells"": [7, 8]}",,,,"{""connectivity_change"": true}",tracker
49,contact_birth,"{""cells"": [21, 24]}",,,,"{""connectivity_change"": true}",tracker
50,exit,"{""cell"": 25, ""sides"": 1}",,,,"{""neighbours"": [0]}",tracker
50,contact_death,"{""cells"": [3, 24]}",-1.0,-1.0,0.0,"{""connectivity_change"": false}",tracker
50,contact_death,"{""cells"": [4, 6]}",-1.0,-1.0,0.0,"{""connectivity_change"": false}",tracker
50,contact_death,"{""cells"": [21, 24]}",-1.0,-1.0,0.0,"{""connectivity_change"": false}",tracker
50,contact_birth,"{""cells"": [3, 21]}",1.0,1.0,0.0,"{""connectivity_change"": false}",tracker
50,contact_birth,"{""cells"": [6, 21]}",1.0,1.0,0.0,"{""connectivity_change"": false}",tracker
51,entry,"{""cell"": 26, ""sides"": 1}",,,,"{""neighbours"": [0]}",tracker
51,gap_appearance,"{""gap"": -1, ""cells"": [5]}",,,,{},tracker
51,contact_death,"{""cells"": [2, 23]}",,,,"{""connectivity_change"": true}",tracker
51,contact_death,"{""cells"": [3, 21]}",,,,"{""connectivity_change"": true}",tracker
51,contact_death,"{""cells"": [7, 8]}",-1.0,-1.0,0.0,"{""connectivity_change"": false}",tracker
51,contact_birth,"{""cells"": [6, 7]}",,,,"{""connectivity_change"": true}",tracker
51,contact_birth,"{""cells"": [23, 24]}",1.0,1.0,0.0,"{""connectivity_change"": false}",tracker
52,rupture,"{""gap"": -2, ""cells"": [23, 24], ""caps"": []}",2.0,3.0,1.0,{},tracker
52,gap_disappearance,"{""gap"": -1, ""cells"": [5]}",,,,{},tracker
52,contact_death,"{""cells"": [2, 3]}",,,,"{""connectivity_change"": true}",tracker
52,contact_death,"{""cells"": [6, 7]}",,,,"{""connectivity_change"": true}",tracker
53,division,"{""parent"": 2, ""children"": [27, 28]}",2.0,3.0,1.0,"{""source"": ""lineage""}",tracker
53,rupture,"{""gap"": -6, ""cells"": [4, 21], ""caps"": []}",2.0,3.0,1.0,{},tracker
53,rupture,"{""gap"": -5, ""cells"": [4, 21], ""caps"": []}",2.0,3.0,1.0,{},tracker
53,gap_appearance,"{""gap"": -4, ""cells"": [3, 24, 28]}",,,,{},tracker
53,gap_appearance,"{""gap"": -3, ""cells"": [3, 7, 8]}",,,,{},tracker
53,gap_appearance,"{""gap"": -2, ""cells"": [7, 8]}",,,,{},tracker
53,gap_disappearance,"{""gap"": -1, ""cells"": [23, 24]}",,,,{},tracker
53,contact_death,"{""cells"": [6, 21]}",-1.0,-1.0,0.0,"{""connectivity_change"": false}",tracker
53,contact_death,"{""cells"": [23, 24]}",-1.0,-1.0,0.0,"{""connectivity_change"": false}",tracker
53,contact_birth,"{""cells"": [3, 7]}",,,,"{""connectivity_change"": true}",tracker
53,contact_birth,"{""cells"": [3, 8]}",,,,"{""connectivity_change"": true}",tracker
53,contact_birth,"{""cells"": [3, 24]}",,,,"{""connectivity_change"": true}",tracker
53,contact_birth,"{""cells"": [4, 6]}",1.0,1.0,0.0,"{""connectivity_change"": false}",tracker
53,contact_birth,"{""cells"": [7, 8]}",,,,"{""connectivity_change"": true}",tracker
53,contact_birth,"{""cells"": [21, 24]}",,,,"{""connectivity_change"": true}",tracker
54,exit,"{""cell"": 26, ""sides"": 1}",,,,"{""neighbours"": [0]}",tracker
54,rupture,"{""gap"": -8, ""cells"": [4, 5], ""caps"": []}",2.0,3.0,1.0,{},tracker
54,gap_appearance,"{""gap"": -7, ""cells"": [23, 24]}",,,,{},tracker
54,gap_appearance,"{""gap"": -6, ""cells"": [23, 24, 28]}",,,,{},tracker
54,gap_disappearance,"{""gap"": -5, ""cells"": [7, 8]}",,,,{},tracker
54,gap_disappearance,"{""gap"": -4, ""cells"": [3, 7, 8]}",,,,{},tracker
54,reseal,"{""gap"": -2, ""cells"": [4, 21], ""caps"": []}",-2.0,-3.0,-1.0,{},tracker
54,reseal,"{""gap"": -1, ""cells"": [4, 21], ""caps"": []}",-2.0,-3.0,-1.0,{},tracker
54,contact_death,"{""cells"": [3, 8]}",,,,"{""connectivity_change"": true}",tracker
54,contact_death,"{""cells"": [4, 6]}",-1.0,-1.0,0.0,"{""connectivity_change"": false}",tracker
54,contact_death,"{""cells"": [7, 8]}",,,,"{""connectivity_change"": true}",tracker
54,contact_birth,"{""cells"": [3, 21]}",1.0,1.0,0.0,"{""connectivity_change"": false}",tracker
54,contact_birth,"{""cells"": [6, 7]}",1.0,1.0,0.0,"{""connectivity_change"": false}",tracker
54,contact_birth,"{""cells"": [23, 24]}",1.0,1.0,0.0,"{""connectivity_change"": false}",tracker
54,contact_birth,"{""cells"": [27, 28]}",,,,"{""connectivity_change"": true}",tracker
55,entry,"{""cell"": 29, ""sides"": 1}",,,,"{""neighbours"": [0]}",tracker
55,rupture,"{""gap"": -9, ""cells"": [4, 21], ""caps"": []}",2.0,3.0,1.0,{},tracker
55,rupture,"{""gap"": -8, ""cells"": [3, 7], ""caps"": []}",2.0,3.0,1.0,{},tracker
55,rupture,"{""gap"": -7, ""cells"": [3, 7], ""caps"": []}",2.0,3.0,1.0,{},tracker
55,rupture,"{""gap"": -6, ""cells"": [3, 7], ""caps"": []}",2.0,3.0,1.0,{},tracker
55,rupture,"{""gap"": -5, ""cells"": [3, 7], ""caps"": []}",2.0,3.0,1.0,{},tracker
55,gap_closure,"{""gap"": -4, ""cells"": [3, 24, 28], ""sides"": 3}",-2.0,-3.0,-1.0,{},tracker
55,gap_disappearance,"{""gap"": -3, ""cells"": [23, 24, 28]}",,,,{},tracker
55,reseal,"{""gap"": -2, ""cells"": [23, 24], ""caps"": []}",-2.0,-3.0,-1.0,{},tracker
55,gap_disappearance,"{""gap"": -1, ""cells"": [4, 5]}",,,,{},tracker
55,contact_death,"{""cells"": [3, 21]}",,,,"{""connectivity_change"": true}",tracker
55,contact_death,"{""cells"": [4, 5]}",,,,"{""connectivity_change"": true}",tracker
55,contact_death,"{""cells"": [21, 24]}",,,,"{""connectivity_change"": true}",tracker
55,contact_death,"{""cells"": [23, 28]}",-1.0,-1.0,0.0,"{""connectivity_change"": false}",tracker
55,contact_birth,"{""cells"": [3, 8]}",,,,"{""connectivity_change"": true}",tracker
56,exit,"{""cell"": 29, ""sides"": 1}",,,,"{""neighbours"": [0]}",tracker
56,reseal,"{""gap"": -5, ""cells"": [3, 7], ""caps"": []}",-2.0,-3.0,-1.0,{},tracker
56,reseal,"{""gap"": -4, ""cells"": [3, 7], ""caps"": []}",-2.0,-3.0,-1.0,{},tracker
56,reseal,"{""gap"": -3, ""cells"": [3, 7], ""caps"": []}",-2.0,-3.0,-1.0,{},tracker
56,reseal,"{""gap"": -2, ""cells"": [3, 7], ""caps"": []}",-2.0,-3.0,-1.0,{},tracker
56,reseal,"{""gap"": -1, ""cells"": [4, 21], ""caps"": []}",-2.0,-3.0,-1.0,{},tracker
56,contact_death,"{""cells"": [3, 8]}",,,,"{""connectivity_change"": true}",tracker
56,contact_death,"{""cells"": [3, 24]}",,,,"{""connectivity_change"": true}",tracker
56,contact_death,"{""cells"": [3, 28]}",,,,"{""connectivity_change"": true}",tracker
56,contact_death,"{""cells"": [6, 7]}",,,,"{""connectivity_change"": true}",tracker
56,contact_death,"{""cells"": [27, 28]}",,,,"{""connectivity_change"": true}",tracker
56,contact_birth,"{""cells"": [17, 23]}",,,,"{""connectivity_change"": true}",tracker
57,gap_appearance,"{""gap"": -2, ""cells"": [3, 28]}",,,,{},tracker
57,gap_appearance,"{""gap"": -1, ""cells"": [8]}",,,,{},tracker
57,contact_death,"{""cells"": [3, 7]}",,,,"{""connectivity_change"": true}",tracker
57,contact_death,"{""cells"": [23, 24]}",,,,"{""connectivity_change"": true}",tracker
57,contact_birth,"{""cells"": [3, 28]}",,,,"{""connectivity_change"": true}",tracker
57,contact_birth,"{""cells"": [6, 7]}",,,,"{""connectivity_change"": true}",tracker
57,contact_birth,"{""cells"": [27, 28]}",,,,"{""connectivity_change"": true}",tracker
58,gap_disappearance,"{""gap"": -2, ""cells"": [8]}",,,,{},tracker
58,gap_disappearance,"{""gap"": -1, ""cells"": [3, 28]}",,,,{},tracker
58,contact_death,"{""cells"": [3, 28]}",,,,"{""connectivity_change"": true}",tracker
58,contact_death,"{""cells"": [6, 7]}",,,,"{""connectivity_change"": true}",tracker
58,contact_death,"{""cells"": [17, 23]}",,,,"{""connectivity_change"": true}",tracker
58,contact_death,"{""cells"": [27, 28]}",,,,"{""connectivity_change"": true}",tracker
58,contact_birth,"{""cells"": [3, 8]}",,,,"{""connectivity_change"": true}",tracker
58,contact_birth,"{""cells"": [4, 5]}",,,,"{""connectivity_change"": true}",tracker
58,contact_birth,"{""cells"": [4, 6]}",,,,"{""connectivity_change"": true}",tracker
58,contact_birth,"{""cells"": [6, 21]}",,,,"{""connectivity_change"": true}",tracker
58,contact_birth,"{""cells"": [23, 24]}",,,,"{""connectivity_change"": true}",tracker
58,contact_birth,"{""cells"": [23, 28]}",,,,"{""connectivity_change"": true}",tracker
59,division,"{""parent"": 5, ""children"": [30, 31]}",2.0,3.0,1.0,"{""source"": ""lineage""}",tracker
59,entry,"{""cell"": 32, ""sides"": 2}",,,,"{""neighbours"": [0, 9]}",tracker
59,gap_appearance,"{""gap"": -2, ""cells"": [4, 30]}",,,,{},tracker
59,gap_appearance,"{""gap"": -1, ""cells"": [7]}",,,,{},tracker
59,contact_death,"{""cells"": [3, 8]}",,,,"{""connectivity_change"": true}",tracker
59,contact_death,"{""cells"": [4, 6]}",-1.0,-1.0,0.0,"{""connectivity_change"": false}",tracker
59,contact_death,"{""cells"": [23, 28]}",-1.0,-1.0,0.0,"{""connectivity_change"": false}",tracker
59,contact_birth,"{""cells"": [3, 6]}",,,,"{""connectivity_change"": true}",tracker
59,contact_birth,"{""cells"": [3, 7]}",1.0,1.0,0.0,"{""connectivity_change"": false}",tracker
59,contact_birth,"{""cells"": [6, 7]}",,,,"{""connectivity_change"": true}",tracker
59,contact_birth,"{""cells"": [21, 24]}",,,,"{""connectivity_change"": true}",tracker
60,rupture,"{""gap"": -5, ""cells"": [4, 21], ""caps"": []}",2.0,3.0,1.0,{},tracker
60,gap_appearance,"{""gap"": -4, ""cells"": [23, 28]}",,,,{},tracker
60,rupture,"{""gap"": -3, ""cells"": [24, 28], ""caps"": []}",2.0,3.0,1.0,{},tracker
60,gap_disappearance,"{""gap"": -2, ""cells"": [7]}",,,,{},tracker
60,reseal,"{""gap"": -1, ""cells"": [4, 30], ""caps"": []}",-2.0,-3.0,-1.0,{},tracker
60,contact_death,"{""cells"": [3, 6]}",,,,"{""connectivity_change"": true}",tracker
60,contact_death,"{""cells"": [3, 7]}",,,,"{""connectivity_change"": true}",tracker
60,contact_death,"{""cells"": [6, 7]}",,,,"{""connectivity_change"": true}",tracker
60,contact_death,"{""cells"": [6, 21]}",,,,"{""connectivity_change"": true}",tracker
60,contact_death,"{""cells"": [21, 24]}",,,,"{""connectivity_change"": true}",tracker
60,contact_birth,"{""cells"": [3, 24]}",1.0,1.0,0.0,"{""connectivity_change"": false}",tracker
60,contact_birth,"{""cells"": [23, 28]}",1.0,1.0,0.0,"{""connectivity_change"": false}",tracker
60,contact_birth,"{""cells"": [27, 28]}",,,,"{""connectivity_change"": true}",tracker
61,exit,"{""cell"": 32, ""sides"": 2}",,,,"{""neighbours"": [0, 9]}",tracker
61,reseal,"{""gap"": -2, ""cells"": [23, 28], ""caps"": []}",-2.0,-3.0,-1.0,{},tracker
61,reseal,"{""gap"": -1, ""cells"": [4, 21], ""caps"": []}",-2.0,-3.0,-1.0,{},tracker
61,contact_death,"{""cells"": [4, 30]}",,,,"{""connectivity_change"": true}",tracker
61,contact_death,"{""cells"": [23, 24]}",-1.0,-1.0,0.0,"{""connectivity_change"": false}",tracker
61,contact_death,"{""cells"": [27, 28]}",,,,"{""connectivity_change"": true}",tracker
61,contact_death,"{""cells"": [30, 31]}",,,,"{""connectivity_change"": true}",tracker
61,contact_birth,"{""cells"": [-3, 3]}",1.0,1.0,0.0,"{""connectivity_change"": false}",tracker
61,contact_birth,"{""cells"": [3, 21]}",,,,"{""connectivity_change"": true}",tracker
61,contact_birth,"{""cells"": [6, 7]}",,,,"{""connectivity_change"": true}",tracker
61,contact_birth,"{""cells"": [9, 23]}",,,,"{""connectivity_change"": true}",tracker
61,contact_birth,"{""cells"": [17, 23]}",,,,"{""connectivity_change"": true}",tracker
62,entry,"{""cell"": 33, ""sides"": 2}",,,,"{""neighbours"": [0, 9]}",tracker
62,rupture,"{""gap"": -3, ""cells"": [4, 21], ""caps"": []}",2.0,3.0,1.0,{},tracker
62,gap_appearance,"{""gap"": -2, ""cells"": [28]}",,,,{},tracker
62,gap_disappearance,"{""gap"": -1, ""cells"": [3, 24, 28]}",,,,{},tracker
62,contact_death,"{""cells"": [3, 21]}",,,,"{""connectivity_change"": true}",tracker
62,contact_death,"{""cells"": [3, 24]}",,,,"{""connectivity_change"": true}",tracker
62,contact_death,"{""cells"": [6, 7]}",,,,"{""connectivity_change"": true}",tracker
62,contact_death,"{""cells"": [9, 23]}",,,,"{""connectivity_change"": true}",tracker
62,contact_death,"{""cells"": [17, 23]}",,,,"{""connectivity_change"": true}",tracker
62,contact_death,"{""cells"": [24, 28]}",,,,"{""connectivity_change"": true}",tracker
62,contact_birth,"{""cells"": [4, 30]}",,,,"{""connectivity_change"": true}",tracker
62,contact_birth,"{""cells"": [6, 21]}",,,,"{""connectivity_change"": true}",tracker
62,contact_birth,"{""cells"": [27, 28]}",,,,"{""connectivity_change"": true}",tracker
63,rupture,"{""gap"": -6, ""cells"": [4, 30], ""caps"": []}",2.0,3.0,1.0,{},tracker
63,rupture,"{""gap"": -5, ""cells"": [4, 30], ""caps"": []}",2.0,3.0,1.0,{},tracker
63,gap_appearance,"{""gap"": -4, ""cells"": [3, 7]}",,,,{},tracker
63,gap_appearance,"{""gap"": -3, ""cells"": [8]}",,,,{},tracker
63,gap_disappearance,"{""gap"": -2, ""cells"": [28]}",,,,{},tracker
63,reseal,"{""gap"": -1, ""cells"": [4, 21], ""caps"": []}",-2.0,-3.0,-1.0,{},tracker
63,contact_death,"{""cells"": [6, 21]}",,,,"{""connectivity_change"": true}",tracker
63,contact_death,"{""cells"": [23, 28]}",,,,"{""connectivity_change"": true}",tracker
63,contact_birth,"{""cells"": [3, 7]}",,,,"{""connectivity_change"": true}",tracker
63,contact_birth,"{""cells"": [3, 24]}",,,,"{""connectivity_change"": true}",tracker
63,contact_birth,"{""cells"": [6, 7]}",,,,"{""connectivity_change"": true}",tracker
63,contact_birth,"{""cells"": [9, 23]}",,,,"{""connectivity_change"": true}",tracker
63,contact_birth,"{""cells"": [30, 31]}",,,,"{""connectivity_change"": true}",tracker
64,gap_appearance,"{""gap"": -5, ""cells"": [3, 23, 24, 28]}",,,,{},tracker
64,gap_disappearance,"{""gap"": -3, ""cells"": [3, 7]}",,,,{},tracker
64,contact_death,"{""cells"": [3, 7]}",,,,"{""connectivity_change"": true}",tracker
64,contact_death,"{""cells"": [6, 7]}",,,,"{""connectivity_change"": true}",tracker
64,contact_birth,"{""cells"": [3, 28]}",,,,"{""connectivity_change"": true}",tracker
64,contact_birth,"{""cells"": [23, 24]}",,,,"{""connectivity_change"": true}",tracker
65,rupture,"{""gap"": -7, ""cells"": [9, 23], ""caps"": []}",2.0,3.0,1.0,{},tracker
65,gap_appearance,"{""gap"": -6, ""cells"": [3, 7]}",,,,{},tracker
65,gap_appearance,"{""gap"": -5, ""cells"": [3, 7]}",,,,{},tracker
65,gap_disappearance,"{""gap"": -4, ""cells"": [8]}",,,,{},tracker
65,gap_disappearance,"{""gap"": -3, ""cells"": [3, 23, 24, 28]}",,,,{},tracker
65,reseal,"{""gap"": -2, ""cells"": [4, 30], ""caps"": []}",-2.0,-3.0,-1.0,{},tracker
65,reseal,"{""gap"": -1, ""cells"": [4, 30], ""caps"": []}",-2.0,-3.0,-1.0,{},tracker
65,contact_death,"{""cells"": [3, 28]}",-1.0,-1.0,0.0,"{""connectivity_change"": false}",tracker
65,contact_death,"{""cells"": [9, 33]}",,,,"{""connectivity_change"": true}",tracker
65,contact_death,"{""cells"": [23, 24]}",,,,"{""connectivity_change"": true}",tracker
65,contact_death,"{""cells"": [27, 28]}",,,,"{""connectivity_change"": true}",tracker
65,contact_birth,"{""cells"": [3, 7]}",,,,"{""connectivity_change"": true}",tracker
65,contact_birth,"{""cells"": [24, 28]}",1.0,1.0,0.0,"{""connectivity_change"": false}",tracker
66,exit,"{""cell"": 8, ""sides"": 1}",,,,"{""neighbours"": [0]}",tracker
66,gap_appearance,"{""gap"": -7, ""cells"": [23, 24]}",,,,{},tracker
66,gap_appearance,"{""gap"": -6, ""cells"": [23, 24]}",,,,{},tracker
66,gap_appearance,"{""gap"": -5, ""cells"": [3, 23, 24, 28]}",,,,{},tracker
66,gap_appearance,"{""gap"": -4, ""cells"": [27, 28]}",,,,{},tracker
66,reseal,"{""gap"": -3, ""cells"": [3, 7], ""caps"": []}",-2.0,-3.0,-1.0,{},tracker
66,reseal,"{""gap"": -2, ""cells"": [3, 7], ""caps"": []}",-2.0,-3.0,-1.0,{},tracker
66,gap_disappearance,"{""gap"": -1, ""cells"": [9, 23]}",,,,{},tracker
66,contact_death,"{""cells"": [9, 23]}",,,,"{""connectivity_change"": true}",tracker
66,contact_death,"{""cells"": [24, 28]}",-1.0,-1.0,0.0,"{""connectivity_change"": false}",tracker
66,contact_birth,"{""cells"": [3, 28]}",1.0,1.0,0.0,"{""connectivity_change"": false}",tracker
66,contact_birth,"{""cells"": [23, 24]}",,,,"{""connectivity_change"": true}",tracker
66,contact_birth,"{""cells"": [23, 28]}",,,,"{""connectivity_change"": true}",tracker
66,contact_birth,"{""cells"": [27, 28]}",,,,"{""connectivity_change"": true}",tracker
67,entry,"{""cell"": 34, ""sides"": 1}",,,,"{""neighbours"": [0]}",tracker
67,rupture,"{""gap"": -5, ""cells"": [4, 30], ""caps"": []}",2.0,3.0,1.0,{},tracker
67,gap_disappearance,"{""gap"": -4, ""cells"": [27, 28]}",,,,{},tracker
67,gap_disappearance,"{""gap"": -3, ""cells"": [3, 23, 24, 28]}",,,,{},tracker
67,gap_disappearance,"{""gap"": -2, ""cells"": [23, 24]}",,,,{},tracker
67,gap_disappearance,"{""gap"": -1, ""cells"": [23, 24]}",,,,{},tracker
67,contact_death,"{""cells"": [3, 7]}",,,,"{""connectivity_change"": true}",tracker
67,contact_death,"{""cells"": [3, 28]}",,,,"{""connectivity_change"": true}",tracker
67,contact_death,"{""cells"": [4, 21]}",,,,"{""connectivity_change"": true}",tracker
67,contact_death,"{""cells"": [23, 24]}",,,,"{""connectivity_change"": true}",tracker
67,contact_death,"{""cells"": [23, 28]}",,,,"{""connectivity_change"": true}",tracker
67,contact_death,"{""cells"": [27, 28]}",,,,"{""connectivity_change"": true}",tracker
67,contact_birth,"{""cells"": [9, 33]}",,,,"{""connectivity_change"": true}",tracker
68,division,"{""parent"": 7, ""children"": [35, 36]}",2.0,3.0,1.0,"{""source"": ""lineage""}",tracker
68,rupture,"{""gap"": -3, ""cells"": [9, 17], ""caps"": []}",2.0,3.0,1.0,{},tracker
68,rupture,"{""gap"": -2, ""cells"": [9, 17], ""caps"": []}",2.0,3.0,1.0,{},tracker
68,reseal,"{""gap"": -1, ""cells"": [4, 30], ""caps"": []}",-2.0,-3.0,-1.0,{},tracker
68,contact_death,"{""cells"": [9, 33]}",-1.0,-1.0,0.0,"{""connectivity_change"": false}",tracker
68,contact_birth,"{""cells"": [4, 21]}",,,,"{""connectivity_change"": true}",tracker
68,contact_birth,"{""cells"": [17, 23]}",,,,"{""connectivity_change"": true}",tracker
68,contact_birth,"{""cells"": [23, 24]}",,,,"{""connectivity_change"": true}",tracker
68,contact_birth,"{""cells"": [24, 28]}",,,,"{""connectivity_change"": true}",tracker
68,contact_birth,"{""cells"": [27, 28]}",,,,"{""connectivity_change"": true}",tracker
69,exit,"{""cell"": 33, ""sides"": 1}",,,,"{""neighbours"": [0]}",tracker
69,gap_appearance,"{""gap"": -3, ""cells"": [35, 36]}",,,,{},tracker
69,reseal,"{""gap"": -2, ""cells"": [9, 17], ""caps"": []}",-2.0,-3.0,-1.0,{},tracker
69,reseal,"{""gap"": -1, ""cells"": [9, 17], ""caps"": []}",-2.0,-3.0,-1.0,{},tracker
69,contact_death,"{""cells"": [3, 35]}",,,,"{""connectivity_change"": true}",tracker
69,contact_death,"{""cells"": [3, 36]}",,,,"{""connectivity_change"": true}",tracker
69,contact_death,"{""cells"": [4, 30]}",,,,"{""connectivity_change"": true}",tracker
69,contact_death,"{""cells"": [23, 24]}",,,,"{""connectivity_change"": true}",tracker
69,contact_death,"{""cells"": [27, 28]}",,,,"{""connectivity_change"": true}",tracker
69,contact_birth,"{""cells"": [3, 28]}",1.0,1.0,0.0,"{""connectivity_change"": false}",tracker
69,contact_birth,"{""cells"": [35, 36]}",1.0,1.0,0.0,"{""connectivity_change"": false}",tracker
70,gap_appearance,"{""gap"": -4, ""cells"": [9, 17, 23]}",,,,{},tracker
70,gap_appearance,"{""gap"": -3, ""cells"": [23, 24]}",,,,{},tracker
70,rupture,"{""gap"": -2, ""cells"": [4, 21], ""caps"": []}",2.0,3.0,1.0,{},tracker
70,reseal,"{""gap"": -1, ""cells"": [35, 36], ""caps"": []}",-2.0,-3.0,-1.0,{},tracker
70,contact_death,"{""cells"": [3, 24]}",-1.0,-1.0,0.0,"{""connectivity_change"": false}",tracker
70,contact_birth,"{""cells"": [9, 23]}",1.0,1.0,0.0,"{""connectivity_change"": false}",tracker
70,contact_birth,"{""cells"": [23, 24]}",,,,"{""connectivity_change"": true}",tracker
71,exit,"{""cell"": 34, ""sides"": 1}",,,,"{""neighbours"": [0]}",tracker
71,entry,"{""cell"": 37, ""sides"": 2}",,,,"{""neighbours"": [0, 9]}",tracker
71,gap_appearance,"{""gap"": -6, ""cells"": [23]}",,,,{},tracker
71,gap_appearance,"{""gap"": -5, ""cells"": [4, 30]}",,,,{},tracker
71,gap_appearance,"{""gap"": -4, ""cells"": [23, 28]}",,,,{},tracker
71,reseal,"{""gap"": -3, ""cells"": [4, 21], ""caps"": []}",-2.0,-3.0,-1.0,{},tracker
71,contact_death,"{""cells"": [-2, 24]}",,,,"{""connectivity_change"": true}",tracker
71,contact_death,"{""cells"": [-1, 9]}",-1.0,-1.0,0.0,"{""connectivity_change"": false}",tracker
71,contact_death,"{""cells"": [3, 28]}",,,,"{""connectivity_change"": true}",tracker
71,contact_death,"{""cells"": [24, 28]}",-1.0,-1.0,0.0,"{""connectivity_change"": false}",tracker
71,contact_death,"{""cells"": [30, 31]}",,,,"{""connectivity_change"": true}",tracker
71,contact_birth,"{""cells"": [3, 35]}",,,,"{""connectivity_change"": true}",tracker
71,contact_birth,"{""cells"": [4, 30]}",,,,"{""connectivity_change"": true}",tracker
71,contact_birth,"{""cells"": [23, 28]}",1.0,1.0,0.0,"{""connectivity_change"": false}",tracker
72,exit,"{""cell"": 31, ""sides"": 1}",,,,"{""neighbours"": [0]}",tracker
72,entry,"{""cell"": 38, ""sides"": 1}",,,,"{""neighbours"": [0]}",tracker
72,rupture,"{""gap"": -7, ""cells"": [4, 21], ""caps"": []}",2.0,3.0,1.0,{},tracker
72,rupture,"{""gap"": -6, ""cells"": [4, 21], ""caps"": []}",2.0,3.0,1.0,{},tracker
72,reseal,"{""gap"": -3, ""cells"": [17, 23], ""caps"": []}",-2.0,-3.0,-1.0,{},tracker
72,gap_disappearance,"{""gap"": -1, ""cells"": [23]}",,,,{},tracker
72,contact_death,"{""cells"": [6, 36]}",,,,"{""connectivity_change"": true}",tracker
72,contact_death,"{""cells"": [9, 37]}",,,,"{""connectivity_change"": true}",tracker
72,contact_death,"{""cells"": [23, 24]}",-1.0,-1.0,0.0,"{""connectivity_change"": false}",tracker
72,contact_death,"{""cells"": [35, 36]}",,,,"{""connectivity_change"": true}",tracker
72,contact_birth,"{""cells"": [-2, 28]}",,,,"{""connectivity_change"": true}",tracker
72,contact_birth,"{""cells"": [24, 28]}",1.0,1.0,0.0,"{""connectivity_change"": false}",tracker
73,exit,"{""cell"": 38, ""sides"": 1}",,,,"{""neighbours"": [0]}",tracker
73,gap_appearance,"{""gap"": -6, ""cells"": [6, 36]}",,,,{},tracker
73,gap_disappearance,"{""gap"": -5, ""cells"": [23, 28]}",,,,{},tracker
